Text,Category
"see also piotrmachnikowski edeuropeanproduct liability ananalysis of the state of
the art in the era of new technologies cambridge intersentia  machnikowski",Nanotechnology
"see jaehyuck choi et al ‘‘a highresolution straingauge nanolaser”  may
  nature communications online 
ncomms",Nanotechnology
canadian journal of law and technology  cjlt,Nanotechnology
secondly legal problems are related to a notion of ‘‘defectiveness”,Nanotechnology
"under
article  of the directive a product is defective when it does not provide the
safety which a person is entitled to expect taking all circumstances into account
including a the presentation of the product b the use to which it could
reasonably be expected that the product would be put and c the time when the
product was put into circulation",Nanotechnology
"also a product shall not be considered
defective for the sole reason that a better product is subsequently put into
circulation",Nanotechnology
"the phrase ‘‘the safety which a person is entitled to expect” shows
that the directive regime is based on a consumer expectation model",Nanotechnology
"the crucial
element of this model however is the necessity that consumers are wellinformed
so that they can make an informed decision as to whether or not they would like
to use nanoproducts",Nanotechnology
"currently there is no legal obligation to inform consumers
about the risks associated with the use of nanoproducts eg",Nanotechnology
labelling issues remain controversial,Nanotechnology
"marchant douglas and abbott
introduced labelling as a discriminatory action from the point of view of
market mechanisms because of its stigmatization effect",Nanotechnology
"similarly juni has
pointed out the difficulties of companies in relation to the communication of the
risks",Nanotechnology
"introducing new technologies can cause fear and social concerns and run
into resistance against their use",Nanotechnology
"in many cases this anxiety is unsupported and
based solely on the fear of novelty",Nanotechnology
"it often results from false selective or
misinterpreted information about a new technology as well as conflicting reports
from the science world ‘‘media storm” and groups of opponents",Nanotechnology
"an example of
distrust in technological development might be the example of the ‘‘antivax”
movement emerging in europe and north america",Nanotechnology
"this movement originates
from an article of dr andrew wakefield published in the the lancet in ",Nanotechnology
"according to wakefield’s research  of  children brought by their parents to a
hospital in london exhibited symptoms of autism within  days after mmr
vaccination measles mumps and rubella",Nanotechnology
"the research was criticized by other
experts and finally it turned out that in an examined group there was only one
case of autism symptoms which appeared a few months after the vaccination",Nanotechnology
"dr wakefield was removed from the register of professional medical
practitioners and  years after it was published his article was withdrawn
from the journal",Nanotechnology
"despite these facts the ‘‘antivax” movement is growing and
members of this group stigmatize vaccination technology",Nanotechnology
see davis ‘‘managing effects” supra note  at ,Nanotechnology
see howells ‘‘product liability” supra note  at ,Nanotechnology
see marchant sylvester  abbott ‘‘nano oversight” supra note  at ,Nanotechnology
"see robin l juni ‘‘product liability implications of nanotechnology” online
wwwjonesdaycomfilespublicationednanotechnologypdf at
",Nanotechnology
"see ‘‘what’s behind the ‘antivax’ movement” bbc news  august  online

 see nick triggle ‘‘lancet accepts mmr study ‘false’” bbc news  february 
online 
public authority liability  the regulation of nanotechnology 
the stigmatization effect can also be seen in case of gmos",Nanotechnology
"although new
technologies are usually introduced to the market under the assumption that they
will be beneficial and bring improvement to existing technologies they are
sometimes rejected by the potential users for above mentioned reasons",Nanotechnology
"in that
case labelling can magnify the effect of distrust and resistance which can be seen
in the social approach to gmo in the eu",Nanotechnology
"the eu selectively targets products
which are made through gm processes although there is no evidence that proves
that these processes are riskier than other methods of processing food",Nanotechnology
" concerning the traceability and labelling of
genetically modified organisms and the traceability of food and feed products
produced from genetically modified organisms gmo products are subject to
strict labelling and traceability even though researchers are in agreement that
gmo food products are not more hazardous than the nongmo food and are
actually even safer",Nanotechnology
"consumers are more aware of the existence of gmo food
but on the other hand they are not informed about hormones for example which
are less monitored and at the end of the day consumers could make a biased
decision",Nanotechnology
nonetheless to some extent labelling can be beneficial,Nanotechnology
"first since users do
not know that the product contains nanomaterials they have a limited ability to
benefit for example from the protection provided by tort law",Nanotechnology
"accurate
information enables users to make an informed decision about whether they
want to use potentially dangerous technology and expose themselves to the
possibility of harm",Nanotechnology
"apart from labelling users could also be informed about risks by the media
or public campaigns",Nanotechnology
"according to howells if risks are known and users are
informed the matter of defectiveness depends on whether the risks are socially
acceptable",Nanotechnology
"greater risk will probably be more acceptable in the area of
medicine and pharmaceuticals where the risk could bring considerable
improvement rather than in the cosmetics or entertainment industry",Nanotechnology
"the
moment of assessing the defectiveness of a product is when the product is put
into circulation on the market under article c of the product liability
 see marchant sylvester  abbott ‘‘nano oversight” supra note ",Nanotechnology
" oj l  
 seenational researchcouncilgeneticallymodified pestprotected plants sicence and
regulation washington national academies press  at  national research
council safety of genetically engineered foods approaches to assessing unintended
health effects washington national academies press ",Nanotechnology
"compare better regulation executive  national consumer council ‘‘warning too
much information can harm",Nanotechnology
"a final report by the bre and ncc on maximising the
positive impact of regulated information for consumers andmarkets” london bre
ncc  bre  ncc ‘‘too much information”",Nanotechnology
see howells ‘‘product liability” supra note  at ,Nanotechnology
see machnikowski supra note  at ,Nanotechnology
canadian journal of law and technology  cjlt,Nanotechnology
"under article  a product shall not be considered defective for the
sole reason that a better product is subsequently put into circulation",Nanotechnology
"the notion of defectiveness is tied to the admissibility of the development
risk defence",Nanotechnology
"according to article e of the directive the producer shall not be
liable if he proves that the state of scientific and technical knowledge at the time
when he put the product into circulation was not such as to enable the existence
of the defect to be discovered",Nanotechnology
"this defence is especially favourable to those
producers who use new technological processes the consequences of which are
difficult to predict",Nanotechnology
"the existing legal framework demands that companies make
a reasonable decision based on data and research available only when the
product is put into circulation",Nanotechnology
"as indicated above the most significant problem
with nanoproducts is that currently the risks and negative effects on the human
body and the environment are mostly unknown",Nanotechnology
"the growing pace of
technological development in the area of nanotechnology could result in
producers being able to easily free themselves from responsibility",Nanotechnology
"the existing
regulations also create an incentive to put products on the market carelessly and
to do less research ahead of time",Nanotechnology
the next problem relates to the limitation period,Nanotechnology
"under article  of the
directive the rights conferred upon the injured person to claim for compensation
shall be extinguished upon the expiry of a period of  years from the date on
which the producer put into circulation the product which caused the damage",Nanotechnology
"taking into account that the detrimental effects of nanotechnology applications
might not present themselves for a long period of time a year limitation
period from the date on which the producer put the product into circulation
seems to be insufficient",Nanotechnology
"more general problems with the existing legal framework of product liability
related not only to nanotechnology are concerned with how to assign
responsibility for damage establish causal links and define the scope of the
damage to be repaired",Nanotechnology
"legal response public authority liability
given the aforementioned problems the constantly expanding scope of the
application of nanotechnology and the increasing degree of risks the discussion
on regulating liability for damage caused by nanoproducts is urgent",Nanotechnology
"the
regulations presently in force for eu members under the product liability
directive fail to ensure appropriate levels of safety for users of nanoproducts",Nanotechnology
"as
a result users are deprived of full tort law protection and in some cases of
damage caused by nanoproducts they will not be able to obtain compensation",Nanotechnology
"it
 see product liability directive supra note  arts",Nanotechnology
see product liability directive supra note  art,Nanotechnology
see product liability directive ibid,Nanotechnology
see also machnikowski supra note  at ,Nanotechnology
"public authority liability  the regulation of nanotechnology 
seems necessary to adjust tort law to these new challenges in order to ensure an
appropriate level of protection",Nanotechnology
"this section focuses on legal remedies that will facilitate the efforts of
nanotechnology’s users in obtaining compensation",Nanotechnology
"the proposal goes beyond
the traditional concept of a product liability regime and concentrates not on
product liability itself but on a public authority liability focused on the case of
the nonregulation or improper regulation of nanotechnology
 justifying regulation of public authority liability
one may ask why policymakers should be liable for taking any regulatory
action",Nanotechnology
"the decision on whether or not to regulate a new technology depends
almost entirely on the vision of a particular policymaker",Nanotechnology
"regulations are
supposed to reflect the societal interactions and needs as well as attitudes
existing in a society which usually expresses traditional regional and cultural
diversity",Nanotechnology
"policymakers have the freedom to make decisions concerning the
scope and form of regulations",Nanotechnology
"this can help explain why gmo technology is
regulated differently in the us and the eu",Nanotechnology
"one of the concerns around regulating for public authority liability with
respect to new technologies is the excessive burden this would place on public
authorities to foresee the effects of the legislative solutions that are adopted",Nanotechnology
"this leads to the more fundamental question of who should bear the risk of
regulatory policy and why",Nanotechnology
"first it seems justifiable to assume that public
authorities should be aware of the consequences of their decisions",Nanotechnology
"they have
access to a wide range of the latest research results and if in doubt they can
commission further analyses evaluate regulatory proposals with experts and
public opinion and based on that weigh the pros and cons",Nanotechnology
"the policymakers’
decision also has an impact on whether and how technology will be used by
companies and how products will be introduced to the market",Nanotechnology
"companies thus
rely on legal regulation and adjust their production processes to the existing legal
framework",Nanotechnology
"on the other hand there is a threat that the users will bear all the
costs of introducing technology to the market",Nanotechnology
"it is clear that policymakers are also the risktaking actors when introducing
new technologies into public use",Nanotechnology
"in the discussion on the role of government in
the innovation industry one may find opinions such as the following that
governments have always been lousy at picking winners and they are
likely to become more so as legions of entrepreneurs and tinkerers
swap designs online turn them into products at home and market them
globally from a garage",Nanotechnology
"as the revolution rages governments should
 see paul b thompson ‘‘howwegot tonowwhy theus and europewentdifferent
ways on gmos” the conversation  november  online 
tioncomhowwegottonowwhytheusandeuropewentdifferentwaysongmos
",Nanotechnology
"see andrea biondi  martin farley the right to damages in european law the
netherlands wolters kluwer  at  biondi  farley",Nanotechnology
canadian journal of law and technology  cjlt,Nanotechnology
"stick to the basics better schools for a skilled workforce clear rules and
a level playing field for enterprises of all kinds",Nanotechnology
"leave the rest to the
revolutionaries",Nanotechnology
"to challenge this opinion mariana mazzucato puts a simple but relevant
question who actually funded these revolutionaries",Nanotechnology
"taking as an example the
smartphone’s features such as internet connectivity gps touchscreen and
microchip one must notice that they were all funded by governments which
often make decisions on commercialization policy",Nanotechnology
"although the opinion that all
innovations flourish thanks to government action is exaggerated one has to
notice that policymakers can have a real impact on the technological reality",Nanotechnology
"while mazzucato stops her arguments at proving why the government is an
active actor on the innovation field thus explaining why companies should
contribute to public funds it is possible to go a step further",Nanotechnology
"the contribution of
public authorities to technological development can support the liability they
should bear for their policy decisions",Nanotechnology
"the next argument for regulating public authority liability is that it can
create incentives for policymakers to take more effective and more
precautionary actions in order to ensure adequate levels of user protection",Nanotechnology
"before making a legally binding decision on a regulatory policy policymakers
can for example commission more research on the potentially detrimental
effects of the technology to be regulated",Nanotechnology
"liability for damages arising from the exercise of public authority can thus
influence the effective exercise of power",Nanotechnology
"although the functioning of the public
authority is not subject to basic economic assumptions such as the assumption
of maximizing profits public authority liability can create incentives for policy
makers
 legal basis for regulation
generally to ensure an appropriate level of protection there are other legal
concepts to be applied",Nanotechnology
"however none of them separately represent a sufficient
legal response to the challenges posed by nanotechnology",Nanotechnology
"one solution is to reconsider the existing legal framework of product liability
rules based on the directive so that it can fully cover all injuries caused by
nanotechnology",Nanotechnology
"in other words the regulation of product liability could be
tightened for producers",Nanotechnology
"among the shortcomings in establishing stricter
 see ‘‘the third industrial revolution” the economist  april  online
wwweconomistcomnode",Nanotechnology
"see mariana mazzucato ‘‘government  investor risktaker innovator” ted talk
online 
takerinnovatort mazzucato ‘‘government”",Nanotechnology
see mazzucato ‘‘government” ibid,Nanotechnology
"comparegiuseppedarimattiacci nunogaroupafernandogomezpomar ‘‘state
liability”   eur r priv l 
public authority liability  the regulation of nanotechnology 
regulation on product liability the major one is the risk of hindering
technological development and innovation",Nanotechnology
"overregulating product liability
rules can prevent companies from investing in further progress and research in
nanotechnology",Nanotechnology
"it might be more profitable for the companies to use tested
and betterknown techniques rather than applying innovations which could
expose them to the risk of paying high compensation",Nanotechnology
"what is more from an
economic perspective the higher costs of production resulting from overly strict
legal requirements or the more serious and real possibility of paying monetary
compensation are often passed on to consumers",Nanotechnology
"at the end of the day
consumers would have to bear the costs of ensuring an adequate level of
protection",Nanotechnology
"the other solution for balancing health and environmental risks against the
commercialization of nanotechnology which was proposed in the literature
concerns mandatory privatepublic insurance schemes",Nanotechnology
"so far privatepublic
insurance programs are typically applied to nuclear damage where there is on
the one hand lowprobability but on the other highloss",Nanotechnology
"according to
maksim rakhlin privatepublic insurance could cover nanotechnology if the
elements were as follows ‘‘ mandatory participation as a precondition to
research and development  creation of a crossinsurer pool of premiums and
deductibles to use for claimant payouts  federal government coverage of
losses exceeding coverage provided by a crossinsurer pool and 
indemnification from tort liability of program participants” in spite of the
fact that publicprivate insurance could possibly balance the risks posed by
nanotechnology applications and the need for commercialization of
nanomaterials and further technological development this solution has certain
shortcomings",Nanotechnology
"first it does not create incentives for government to introduce
effective and wellbalanced regulations",Nanotechnology
"it also does not involve public
authorities in the innovation process",Nanotechnology
"second it affects companies directly by
increasing the price of market participation",Nanotechnology
"it means that smaller companies
 see james pethokoukis ‘‘is regulation slowing tech progress and innovation”
aeideas  june  online 
regulationslowingtechprogresselidourado rich karlgaard ‘‘is technological
process slowing down” forbes  december  online 
comsitesrichkarlgaardistechnologicalprogressslowingdown",Nanotechnology
"see richard w rahn ‘‘the danger of overregulation” cayman islands journal 
october  online 
 comapre roger van den bergh and hansbernd schäfer ‘‘liability of member states
for infringement of the ec treaty economic arguments in favor of a rule of obvious
negligence”   eur l rev at ",Nanotechnology
"see maksim rakhlin ‘‘regulating nanotechnology a privatepublic insurance
solution”   duke l  tech rev  at  rakhlin ‘‘regulating nanotechnol
ogy”",Nanotechnology
"see robin m hogarth  howard kunreuther ‘‘ambiguity and insurance decisions”
  the american economic review  at ",Nanotechnology
see rakhlin ‘‘regulating nanotechnology” supra note  at ,Nanotechnology
canadian journal of law and technology  cjlt,Nanotechnology
"could be excluded from the market and at the same time consumers may bear the
additional costs",Nanotechnology
"next existing legal regulations around public authority liability are not an
adequate solution to tackle the problems related to nanotechnology",Nanotechnology
"the liability
that the eu as an entity with a legal personality bears for damage caused by its
institutions or by its servants in the performance of their duties found in article
 treaty on the functioning of the eutfeu gives an illustrative
example",Nanotechnology
"according to article f tfeu consumer protection is one of the
areas where the eu and the member states share their competencies which
means that eu institutions can regulate nanotechnology from the perspective of
consumer protection",Nanotechnology
"in the first place it should be noted that article  tfeu does not
provide the specific prerequisites of liability which are to be determined on the
basis of the general principles common to the member states",Nanotechnology
"the formulation of
the conditions of noncontractual liability lies with the court of justice of the
european union cjeu which is the only body that is competent to adjudicate
complaints for damages",Nanotechnology
there is uncertainty around this provision,Nanotechnology
"both the
general formulation of article  tfeu and the diversification of liability
rules in the member states result in the cjeu having wide discretion in setting
the rules for claiming damages",Nanotechnology
"to some extent this generality could be treated
as an advantage as it creates flexibility",Nanotechnology
"however cjeu judgments in many
cases are inconsistent often devoid of plausible justification and the accepted
jurisprudence is often not continued in subsequent cases",Nanotechnology
"as a consequence the
liability of the eu is not predictable and cannot fully secure consumers’ rights
with respect to nanotechnology",Nanotechnology
"the cjeu formulates four conditions of liability for damages of the eu
infringement of the rule of law intended to confer rights on individuals
sufficiently serious breach actual and certain damage and direct causal link",Nanotechnology
"the lack of presumptions for any of the conditions hinders fulfilling and proving
all the requirements",Nanotechnology
"an interesting example with respect to the difficulties of proving causation is
the case ér",Nanotechnology
"the applicants sought a remedy for damage allegedly suffered
by them as a consequence of the infection and subsequent death of members of
their families who developed a new variant of creutzfeldtjakob disease ‘‘mad
 ibid",Nanotechnology
"see koen lenaerts ignace maselis  kathleen gutman eu procedural law oxford
oxford university press  at  lenaerts maselis  gutman",Nanotechnology
lenaerts maselis  gutman supra note  at ,Nanotechnology
"see takis tridimas general principles of eu law oxford oxford university press
 at  pekka alto public liability in eu law brasserie bergaderm and beyond
oxford and portland oregon hart publishing  at ",Nanotechnology
"r o o j r a r b p r and others v council of the european union and
commission of the european communities t  ecr ii ér",Nanotechnology
"public authority liability  the regulation of nanotechnology 
cow disease”",Nanotechnology
"the applicants brought actions for damages against the eu for
allegedly unlawful conduct in failing to adopt appropriate measures to prevent
the risks presented by ‘‘mad cow disease”",Nanotechnology
"the probable origin of the disease was
a change in the preparation of cattle feed which contained proteins derived from
sheep infected with scrapie",Nanotechnology
"transmission of the disease came about mainly
through the ingestion of feed in particular meatandbone meal containing the
infectious agent that had not been eliminated",Nanotechnology
"the applicants contended that
the european council and european commission persistently and deliberately
favoured the interests of traders on the market in beef and veal to the detriment
of the health of consumers when they assessed and managed the risks linked to
the disease",Nanotechnology
"the applicants claimed that there were wrongful omissions on the
part of those institutions in carrying out their duties and obligations in the area
of animal and human health and that they adopted insufficient incorrect
inadequate or belated standards and measures to deal with the risks resulting
from ‘‘mad cow disease”",Nanotechnology
"the court concluded that the allegedly unlawful
actions and omissions of the council and the commission cannot be considered
to be a definite and direct cause of the infection",Nanotechnology
"in the light of the circumstances
of the case the court stated that it had not been shown that if those institutions
had adopted or had adopted earlier the measures which the applicants criticized
them for not adopting the damage in question would not have occurred",Nanotechnology
"as a
result the court concluded that there was no causal link between the damage
pleaded and the allegedly unlawful conduct by the eu institutions",Nanotechnology
the next problem is related to the limitation period,Nanotechnology
"according to article 
of the statute of the court of justice of the european union proceedings
against the eu in matters arising from noncontractual liability shall be barred
after a period of five years from the occurrence of the event giving rise thereto",Nanotechnology
the formula of limitation can drastically limit the possibility of claiming redress,Nanotechnology
"first the beginning of the limitation period is counted from the materialization
of the damage not from the moment of awareness of the damage",Nanotechnology
"second
there is no detailed regulation addressing postponement which would facilitate a
significant extension of the running of the limitation period",Nanotechnology
"third five years
seems to be relatively short when we take into account the longlasting effects of
 ér ibid at para 
 ibid at para 
 ibid at paras",Nanotechnology
"article  tfeu supra note  states that the statute of the court of justice of the
european union shall be laid down in a separate protocol",Nanotechnology
"see case  stanley george adams v commission of the european communities
 ecr ",Nanotechnology
the adams case has been widely discussed in the literature see eg,Nanotechnology
"ailcampbellconfidentiality andeeclaw the journal of thelawsociety of
scotland at  n march hunnings the stanley adams affair or the biter bit
  common market law review at ",Nanotechnology
see p oliver ‘‘limitation of actions before the europeancourt”   eur lrev ,Nanotechnology
canadian journal of law and technology  cjlt,Nanotechnology
"therefore the existing regulation on eu liability might not be a
sufficient legal response
 regulation as the best form of action",Nanotechnology
"as mentioned in part iv the nonlegal regulatory mechanisms on their own
which are the market social norms and ‘‘architecture” cannot guarantee a
sufficient level of protection with respect to the nanotechnology phenomenon",Nanotechnology
"the arguments discussed in part iv remain relevant while analyzing the public
authority problem",Nanotechnology
"it should be noted that the liability for damage caused by acts or omissions
committed by a public authority is a common principle in european legal
systems",Nanotechnology
"the lack of regulation or regulations providing an inaccurate
response to the risks created by nanotechnology results in law losing its function
as a regulatory mechanism for social relations",Nanotechnology
"however there are some
problems related to public authority liability",Nanotechnology
"the uncertainty in determining the
proper standard of care is a challenge and could cause liability to be blurred or
create ineffective stimuli",Nanotechnology
"where liability is imposed excessively a decreased level
of activity on the part of authorities could result",Nanotechnology
"conversely if liability is
excessively tempered an increase in the abuse of authority could result",Nanotechnology
secondly liability will have an impact in terms of the costs of indemnification,Nanotechnology
"public authorities paying compensation may also lead to a deterioration in state
budgets and increase the fiscal burden imposed on citizens",Nanotechnology
"in order to avoid
these problems nonlegal mechanisms such as an ‘‘innovation fund” will be
presented in part vii
 the appropriate levels of action
in the discussion on the appropriate level of regulating new technologies the
main argument supporting the idea of unified international regulations on
standards of protection is the transnational scope of the application of most new
technologies the existence of international companies and the worldwide
transfer of innovations",Nanotechnology
"however in the case of public authority liability the
scope of regulation will be restricted to a defined political area",Nanotechnology
"first the
development of noncontractual liability is to a great degree different in
individual countries",Nanotechnology
"second public authority liability will refer by nature to a
particular policymaker",Nanotechnology
"it means that the central point is to define the policy
maker that has made a legally binding decision on nanotechnology",Nanotechnology
"it could
make a significant difference when the same area of law can be regulated by
different bodies",Nanotechnology
"for example consumer protection is one of the areas where the
european union and the member states share their competencies",Nanotechnology
see biondi  farley supra note  at ,Nanotechnology
see marchant sylvester  abbott ‘‘nano oversight” supra note  at ,Nanotechnology
"public authority liability  the regulation of nanotechnology 
",Nanotechnology
do the benefits of regulation justify the costs,Nanotechnology
undoubtedly any regulation will create some costs,Nanotechnology
"as noted above in the
case of public authority liability these are mainly the costs of the compensatory
process",Nanotechnology
"however the proposed solution does not affect companies directly so it
will probably not hinder technological development which is always a serious
concern when regulating technologies",Nanotechnology
"the government on the other hand will
not be left alone with the burden of the compensatory process if a general
‘‘innovation fund” is created",Nanotechnology
"companies will thus contribute to the
compensatory process and public authorities will not have look for additional
funding for example in the form of a tax increase",Nanotechnology
"owing to this regulation
users will receive a mechanism to recover their losses which means that they will
not bear all the costs of introducing technology to the market alone and
therefore the benefits of regulation will justify the costs
 transparency of the distribution of effects across society
one factor that policymakers should take into account while drafting any
new regulation is to assess the impact of the regulation on society including
different social groups",Nanotechnology
"this is a general and universal goal of regulatory
transparency",Nanotechnology
"the riskier a technology is the greater the effort policymakers
should undertake to create transparent regulations related to public health and
the environment",Nanotechnology
"on the one hand transparency ensures that no groups will be
excluded from protection or be unjustifiably affected",Nanotechnology
"on the other it should
enable technology users a choice between the various possible technological
options",Nanotechnology
"the necessity of transparency was also pointed out by the european
commission in  when the commission stressed that the decision of
whether or not wait for more scientific data before taking steps towards
regulating emerging technology should be based on transparency",Nanotechnology
"in december
 the european parliament endorsed a resolution of the commission on the
precautionary principle where in point  the european parliament agreed
with the commission that before any decision is taken on measures to be
adopted the decisionmaker should have an overview of the available knowledge
on the risks of the activity or substance carried out by experts who are
independent of the interested parties recognized by the international scientific
 see roberto andorno ‘‘the precautionary principle a new legal standard for a
technological age”   journal of international biotechnology law 
andorno ‘‘precautrionary principle”",Nanotechnology
"see european commission communication from the commission on the precautionary
principle com online 
txthtmluricelexdcfromen ec precautionary princi
ple",Nanotechnology
"see european parliament resolution on the commission communication on the
precautionary principle com   c  cos european
parliament resolution",Nanotechnology
canadian journal of law and technology  cjlt,Nanotechnology
"community for their expertise in the field concerned and appointed by means of
a transparent procedure",Nanotechnology
"this proposal on public authority liability promotes the position of
consumers taking into account that consumers are directly vulnerable to the
detrimental effect of using nanotechnology",Nanotechnology
"liability rules can thus ensure that
the users are not the only entities forced to bear the costs of technological
development",Nanotechnology
"however it should be noted that regulatory decisions also affect companies
businesses and private research centers",Nanotechnology
"the tougher regulations are the more
precautionary measures and costbenefit calculations companies have to
undertake to resolve convenient riskoptimizing behaviour which in turn can
reduce incentives for investing in innovations",Nanotechnology
"stricter regulations could also
increase the costs of running a business",Nanotechnology
"policymakers will usually justify the
decision of imposing more regulations on the ground that there is a fundamental
necessity to protect the environment and users of technology",Nanotechnology
"the regulations
however need to be balanced and take into account the risks of using the
technology as well as its benefits",Nanotechnology
"decisions on how to balance regulatory steps
somewhere between an irrational fear of novelty and the potential harmful
effects of using nanotechnology should be based on the precautionary
principle",Nanotechnology
"literature and international acts use various definitions of the
precautionary principle",Nanotechnology
"the unesco’s world commission on the ethics of
scientific knowledge and technology comest tried to find a common core
from different wordings and definitions and proposed a general working
definition for the precautionary principle
‘‘when human activities may lead to morally unacceptable harm that is
scientifically plausible but uncertain actions shall be taken to avoid or
diminish that harm ",Nanotechnology
"  and the judgement of plausibility should
be grounded in scientific analysis",Nanotechnology
"actions are interventions that are
undertaken before harm occurs that seek to avoid or diminish the
harm",Nanotechnology
"actions should be chosen that are proportional to the serious
ness of the potential harm with consideration of their positive and
negative consequences and with an assessment of the moral implica
 european parliament resolution supra note ",Nanotechnology
"see kenneth s abraham ‘‘environmental liability and the limits of insurance”
  colum l rev  at ",Nanotechnology
see andorno ‘‘precautionary principle” supra note ,Nanotechnology
"london declaration second international conference on the protection of the
north sea  rio declaration united nations  ec precautionary principle
supra note ",Nanotechnology
"see also cass sunsteinlaws of fear beyond the precautionary principle
cambridge cambridge university press ",Nanotechnology
"see unesco ‘‘the precautionary principle” world commission on the ethics of
scientific knowledge and technology comest  at  online 
unesdocunescoorgimagesepdf unesco ‘‘precautionary
principle”",Nanotechnology
"public authority liability  the regulation of nanotechnology 
tions of both action and inaction",Nanotechnology
"the choice of action should be the
result of a participatory process”
as roberto andoro points out adequate regulatory steps are based on
common sense and practical observations of technological implications and
should be taken when there is enough empirical evidence and reliable hypotheses
that a new product or technology might be potentially dangerous for its users",Nanotechnology
"according to the european commission the lack of scientific proof of the
detrimental effects of using new technologies cannot be used to justify inaction",Nanotechnology
"all scientific advice and views should be taken into account even if they
represent a minor fraction of the scientific community",Nanotechnology
"without a balanced decisionmaking process the most convenient and
easiest solution would be either a complete ban on nanoproducts production
until all the risks are precisely determined or the opposite scenario not
regulating nanotechnology at all because of a lack of sufficient knowledge",Nanotechnology
"those solutions seem unrealistic impractical and would be contrary not only to
market rules but also to societal needs",Nanotechnology
"to protect companies and businesses from the threat of the overregulation of
new technology it is important to consider the right of companies to claim for
compensation if the regulations are too tight",Nanotechnology
"although this solution is an after
thefact protection it could probably create incentives for policymakers to
introduce more balanced regulatory schemes and therefore companies will not be
excluded from protection",Nanotechnology
"taking into account the existing legal framework in eu law the major
problem with liability for legal actions concerns the prerequisite of unlawfulness",Nanotechnology
"in the context of liability for damage caused by overregulation it might be
difficult to prove the unlawfulness of the legal acts",Nanotechnology
"there was a lively and long
lasting debate over the liability for lawful conduct",Nanotechnology
"initially in the case biovilac
the court of justice stated that if the concept of liability without fault were
accepted in community law now european union law the action for damages
for lawful legislative action can succeed only if the damage alleged by the injured
party exceeds the limits of the economic risks inherent in operating in the sector
concerned",Nanotechnology
"the liability for lawful acts referred to the german law concept of
“sonderopfer” special sacrifice and the french law concept of “rupture de
l’égalité devant les charges publiques” unequal discharge of public burdens",Nanotechnology
unesco ‘‘precautionary principle” ibid,Nanotechnology
see andorno ‘‘precautionary principle” supra note  at ,Nanotechnology
"see also peter t
saunders ‘‘use andabuse of theprecautionaryprinciple” institute of science in society
isis submission to the us advisory committee on international economic policy
aciep biotechworkinggroup july  at  online
precphp",Nanotechnology
ec precautionary principle supra note ,Nanotechnology
"see ets sa biovilac nv v european economic community   ecr  at
 biovilac",Nanotechnology
canadian journal of law and technology  cjlt,Nanotechnology
"however in the fiamm case the court of justice rejected the concept of
liability for lawful acts",Nanotechnology
"it based its decision on the argument that
",Nanotechnology
"  comparative examination of the member states’ legal systems
enabled the court to make at a very early stage the finding concerning
convergence of those legal systems in the establishment of a principle of
liability in the case of unlawful action or an unlawful omission of the
authority including of a legislative nature that is in no way the
position as regards the possible existence of a principle of liability in the
case of a lawful act or omission of the public authorities in particular
where it is of a legislative nature”",Nanotechnology
"the court of justice also stressed that the legislative context is characterized
by the exercise of wide discretion which is essential for implementing
community policy",Nanotechnology
"therefore the community cannot incur liability unless the
institution concerned has manifestly and gravely disregarded the limits on the
exercise of its powers",Nanotechnology
"it means that the wide scope of legislative freedom is
crucial for the making of eu policy decisions and thus the existing legal rules
would probably not cover the case of the overregulation of nanotechnology if
injured companies are limited to compensation only in the case of unlawfulness",Nanotechnology
"although the court of justice rejects liability for lawful acts there are certain
arguments in favour of this solution",Nanotechnology
"such regulation will provide the aggrieved
parties with compensatory damages suffered in connection with the use of
nanotechnology when it is not possible to obtain compensation directly from a
producer eg",Nanotechnology
"due to the limitation period or to legal requirements by a
producer etc",Nanotechnology
and thus strengthen protections for users,Nanotechnology
"on the other hand
companies will have the opportunity to obtain compensatory damages in the case
of overregulation",Nanotechnology
"in this way a balance between all stakeholders will be
maintained and users and companies will have an indirect impact on actions
taken by policymakers
 keeping the regulations clear consistent comprehensible and
accessible to users
it seems that the more complex and complicated technology becomes the
more the rules of liability should be simple and straightforward",Nanotechnology
"in the case of
nanotechnology highly specialized and detailed knowledge is necessary to
understand all the complex processes that are involved",Nanotechnology
"what makes
 etsfabbrica italiana accumulatori motocarrimontecchio spa fiammandothers v
council of theeuropeanunion andcommission of theeuropeancommunitiescp
and c p  ecr i fiamm",Nanotechnology
"fiamm ibid at para 
 ibid at para 
 see ulrich magnus ‘‘germany” in piotr machnikowski  ed european product
liability an analysis of the state of the art in the era of new technologies cambridge
intersentia  at ",Nanotechnology
"public authority liability  the regulation of nanotechnology 
nanotechnology even more complicated is its interdisciplinary approach which
necessitates cooperation between experts in biology physics and chemistry",Nanotechnology
"the
complexity of this issue also has an impact on regulations",Nanotechnology
"it seems that certain
regulations remain specific and scientific eg",Nanotechnology
"rules directed to researchers or
producers on the minimummaximum quantities of nanomaterials in a product",Nanotechnology
"however the regulations which are addressed to an ‘‘ordinary” user as well as
the general liability principles should be kept simple",Nanotechnology
"one of the ideas for making
this a reality is to establish principlebased regulation which can be adjusted to
changing and more complex technological problems",Nanotechnology
"undoubtedly such a
regulation would ensure flexibility which means that the legal act does not have
to be changed that often",Nanotechnology
