Text,Category,Code
"mapping of mature and emerging technologies within the nanotechnology field indicates future 
commercial applications.  
)",Nanotechnology,4
"even though some nations such as the us are strongly involved in the nanotechnology field in 
general, it was very apparent that the key capabilities of each country and various organisations were 
widely divergent.",Nanotechnology,4
"this implies that nations and organisations should provide and have targeted funds 
and r&d to accelerate development in this field.  
)",Nanotechnology,4
governments should encourage (i.e.,Nanotechnology,4
"by funds, special policies and targeted intermediaries) their 
active or potentially active organisations to become involved in the nanotechnology field to gain 
 
 
competitive advantage and help establish clusters or networks to adapt and develop nanotechnology 
rapidly.  
)",Nanotechnology,4
"active or potentially active organisations should become involved in this field to gain competitive 
advantage.  
)",Nanotechnology,4
"management in intermediaries and fund providers should focus on linking academic and industrial 
organisations together and the majority of funds for innovative activities should be targeted towards 
collaborative research.",Nanotechnology,4
"to take this study further, there are many other relationships that could be looked at within the sub-
fields of nanotechnology.",Nanotechnology,4
"future studies could look at specific technology domains, such as 
nanomaterials, nanodevices and nanofabrications.",Nanotechnology,4
"as was mentioned above, there are some 
organisations and inventors that hold a high number of patent documents, but the question is whether 
they are highly influential patents in terms of citations, commercial potential and quality.",Nanotechnology,4
"interviews 
and surveys collected from academic and non-academic organisations could be used to gain a more 
in-depth understanding of the topic.",Nanotechnology,4
"a statistical analysis of the relationships pertaining between 
commercialised patents and the latest patents granted could be carried out to examine various 
relationships between inventions and innovations.",Nanotechnology,4
"innumerable 
scientific studies in several areas of knowledge were made since nanoscale 
emergence, carrying their contribution to the nanoscience development, 
leading to a great development of technical and scientific knowledge but 
also raising numerous problems in the ethical field.",Nanotechnology,4
"in this chapter, 
nanotechnology is discussed both in terms of ethics and in terms of borders 
that nanotechnology applications must satisfy and concluding notes are 
presented, highlighting the results of the analysis.",Nanotechnology,4
"significant 
considerations are made on the close connection between ethics and the 
nanotechnology and the effects over the society and values.",Nanotechnology,4
* corresponding author: e-mail: manuel.ferreira@iscte-iul.pt.,Nanotechnology,4
"manuel alberto m. ferreira and josé antónio filipe  
keywords: nanotechnology, society, ethics 
 
 
introduction 
 
bearing in mind that nanotechnology is the skill to work at the atomic, 
molecular and supramolecular levels (at a scale of approximately  –  
nm), the enormous possibilities raised by the work of nanomaterials can be 
easily understood.",Nanotechnology,4
"indeed nanotechnology, for instance, supplies the tools and the 
technology, allowing that researches lead to the transformation of biological 
systems, to the extent that biology provides models and bio-assembled 
components to nanotechnology.",Nanotechnology,4
"another relevant example: nanoscales, used in biosystems, contribute to 
enhance very innovative and promising results in medical area; 
improvements in telemedicine and on health may be expected with new 
systems operation and new nanotechniques, much less invasive and 
therefore much less uncomfortable for patients.",Nanotechnology,4
"however, ethical as far as legal and social implications are postured.",Nanotechnology,4
"this discussion is as old as the issue itself but the boundaries are too much 
large, even large enough to find out the difficulties on finding definitive 
answers to this discussion.",Nanotechnology,4
"in the next section this issue is approached in 
general terms.",Nanotechnology,4
"follow a section on ethical human dignity and in the next two 
sections are approached the themes of nanotechnology and  
 
ethical considerations on nanotechnology  
environment, first, and of ethics and nanotecnology in the workplace.",Nanotechnology,4
"then 
a framework for ethical analysis in nanotechnology is presented and this 
work finish with a concluding remarks section.",Nanotechnology,4
"in the end a short 
bibliography on these subjects is presented.",Nanotechnology,4
"ethics and nanotecnology  
 
computers have brought an increase in the ability to type and made 
handwriting more and more superfluous, even obsolete.",Nanotechnology,4
"mobiles and their 
miniaturization brought the ability to generally communicate from anywhere 
with anybody, making more and more useless the traditional phones.",Nanotechnology,4
"nanotechnology, because of the negligible dimension of devices this 
technology proportionate, will spread the use of devices that now are 
nuisance.",Nanotechnology,4
"for instance, the pacemaker that presently is used like a “last 
resource”, certainly soon will be used in a much larger scale because it is 
hopeful that will be possible to design it at a nanoscale level.",Nanotechnology,4
"however ethical questions quickly rise with the development of 
nanotechnology: 
 
 what are the borders for this kind of progress?",Nanotechnology,4
 until where it is admissible and wise to go?,Nanotechnology,4
" what are the implications in a later phase of development – 
obviously unknown - of these technologies?",Nanotechnology,4
"global discussion has begun about this theme since the beginning of the 
discoveries about this subject.",Nanotechnology,4
"legal, ethical and social implications are 
irreversible and the discussion is usually asked to be hard and not pacific, 
needing urgently great clarifications.",Nanotechnology,4
"vanessa nurock - see citation in bensaude-vincent ()- questions 
the standard view of an ethics for nanotechnology.",Nanotechnology,4
"she argues that none of 
the current trends in the discipline of ethics would qualify for application to 
nanotechnology.",Nanotechnology,4
"then considering that neurotechnology – a rapidly  
 
manuel alberto m. ferreira and josé antónio filipe  
growing field in the intersection between nano and biotechnology – can 
affect moral capacities of the brain, she suggests that ethics itself may be 
affected by nanotechnology.",Nanotechnology,4
"and she leaves as open the question of a co-
construction of ethics and bionanotechnology.",Nanotechnology,4
"in short: new approaches 
must be considered, but which ones?",Nanotechnology,4
"in freitas () it is affirmed that the society should be “able to muster 
the collective financial and moral courage to allow such extraordinarily 
powerful medicine to be deployed for human betterment, with due regard to 
essential ethical considerations”.",Nanotechnology,4
"at eu, there are some important concerns and discussion about the 
development of the integration of human beings and artificial 
(software/hardware) entities.",Nanotechnology,4
"next generations, in the perspective of nanomaterials utilization, will 
obtain many benefits in all these issues: health, economic, environmental, 
etc.",Nanotechnology,4
"by using this kind of advanced technology, with many more applications 
and much welcoming using, the conditions this technology offers will be 
very environmental friendly as well as already seen.",Nanotechnology,4
"actually, there are irreversible and long-term impact consequences for 
forthcoming generations and for the environment.",Nanotechnology,4
"however, there are risks, 
as well.",Nanotechnology,4
but in truth there are incredible potential advantages.,Nanotechnology,4
"and the 
discussion is all over the place.",Nanotechnology,4
"that borders must be considered is, of 
course, evident and there has to be an achieved balance between the path 
found to the new dimension of knowledge and the contours specific for the 
problem.",Nanotechnology,4
"the rub of the question is exactly in what measure criticisms may 
have into account the technology potential.",Nanotechnology,4
"ethical considerations on nanotechnology  
ethical human dignity 
 
despite the high feasibility for the economy and the environment, there 
are some considerations regarding the ethical, human dignity and moral 
borders on nanotechnology that should be taken into account.",Nanotechnology,4
"it is interesting to have a look to the definition of human dignity and its 
connection to moral conveyed in the “opinion of the european group on 
ethics in science and new technologies to the european commission”, , 
when discussing the ethical aspects of information and communication 
technologies (ict) implants in the human body.",Nanotechnology,4
"the group makes allusion 
to the eu’s draft treaty that establishes a constitution for europe, stating 
that “human dignity is inviolable.",Nanotechnology,4
"it must be respected and protected” 
(article ii-), and goes on to explain that “the dignity of the human person 
is not only a fundamental right in itself but constitutes the real basis of 
fundamental rights” (declaration concerning the explanations relating to the 
charter of fundamental rights).",Nanotechnology,4
"this group declares yet that this 
explanation does not strictly define human dignity and that many writers 
have attempted to fill this gap.",Nanotechnology,4
"one such attempt suggests that human dignity 
is defined as follows: “the exalted moral status which every being of human 
origin uniquely possesses.",Nanotechnology,4
"human dignity is a given reality, intrinsic to 
human substance, and not contingent upon any functional capacities which 
vary in degree.",Nanotechnology,4
"(…) the possession of human dignity carries certain 
immutable moral obligations.",Nanotechnology,4
"desires, challenges but also concerns are always present… 
what are the consequences?",Nanotechnology,4
are humans creating a new being?,Nanotechnology,4
"are humans prepared to get 
different, biologically and to become another thing?",Nanotechnology,4
"are humans creating 
further “nano-digital devices” between humans that have access to these 
advanced technologies and humans that have not access?",Nanotechnology,4
"this discussion is 
recognized but probably the ethical discussion has not been enough 
promoted.",Nanotechnology,4
"and possibly no one is enough prepared to participate effectively 
and wisely on it.",Nanotechnology,4
"much reflection, study and information is still needed.",Nanotechnology,4
"nanotecnology and environment 
 
in the long term, which are the consequences that nanotechnology has 
in the environment?",Nanotechnology,4
"is it possible to predict that less damage in nature can 
be done if nanomaterials are considered instead of large equipment are used?",Nanotechnology,4
"besides, once the need of inputs to produce these devices is lesser, probably 
there is an additional advantage on this perspective for nature preservation.",Nanotechnology,4
but what is the reverse of the medal?,Nanotechnology,4
"let’s have a look on the following situation: 
 
 there is a growing consensus today that it is considered priority 
should be given to the development of alternative energies over the 
classical energies.",Nanotechnology,4
"it turns out that the classic energies price of 
production is cheaper than that of the alternative energies.",Nanotechnology,4
"in this case, this difference in costs can be compared with 
the environmental damage caused by the construction of dams.",Nanotechnology,4
"and 
even with the damage due to the pollution produced by the operation 
of the fuel oil plants.",Nanotechnology,4
"there is here an ethical problem in which one 
balances between paying a little more and preserving the 
environment or paying less and destroying it, in which the interests 
installed with the classical energies will hardly abdicate their 
positions without struggle, see (ferreira et al., ).",Nanotechnology,4
"ethical considerations on nanotechnology  
really, the implications and directions of nanotechnology need 
further discussion.",Nanotechnology,4
"the consequences of avoiding the discussion 
may be severe for society, considering rejection or fear of the 
effects.",Nanotechnology,4
"so it is pertinent to ask:  
 is there a need for a regulatory authority?",Nanotechnology,4
" which kind of mechanisms are needed to regulate the 
nanotechnologies developments area?",Nanotechnology,4
"ethics and nanotecnology in the workplace 
 
a theme urgently needing study and reflection concerns the potentially 
harmful effects on workers’ health due to their exposure to nanoparticles in 
companies dealing with nanotechnology.",Nanotechnology,4
"indeed, very little, to say nothing, 
is known about these harmful effects.",Nanotechnology,4
"in similar situations the harmful effects on workers’ health were only 
identified after long periods of activity, with the occurrence of real disasters 
in sanitary terms.",Nanotechnology,4
"one has to learn from history and try to avoid situations 
such as, for example, atomic energy in which, only relatively late, the 
harmful effects of radiation have been noticed.",Nanotechnology,4
"and only then were the 
necessary preventions taken, after the damage to health occurred in the 
workers of the plants and in the neighboring populations.",Nanotechnology,4
"and today 
humanity, in general, is not very confident on those preventions.",Nanotechnology,4
"however, 
atomic energy was initially used for war purposes which helps explain, but 
by no means excuse, this late reaction.",Nanotechnology,4
"the same is not true for  
nanotechnology, so it is natural that the attitude towards the problem is 
different.",Nanotechnology,4
"thus, in the absence of scientific knowledge on the potentially negative 
health effects of workplace exposure to nanoparticles, it is necessary to 
establish guidelines for decision making regarding risks and controls.",Nanotechnology,4
"identifying the ethical issues involved certainly helps with proper 
decision-making.",Nanotechnology,4
"it is therefore imperative for the decision-makers, 
particularly the employers, the workers, the investors, and the health 
authorities, to be aware of these issues.",Nanotechnology,4
"ethical issues involve the independent and impartial determination of 
risks, implacability, autonomy, justice, preservation of privacy, and 
promotion of respect for people.",Nanotechnology,4
"their identification and implementation 
will make the options for decision-makers more evident.",Nanotechnology,4
"and company-wide 
discussions on the workplace hazards of nanotechnology can be reinforced 
by a special emphasis on small businesses and the adoption of a global 
perspective.",Nanotechnology,4
"ethical questions about nanotechnology in the workplace arise from the 
state of knowledge about the dangers of nanomaterials and the hazards and 
risks they may pose to workers’ health.",Nanotechnology,4
"as this knowledge is still incipient, 
it is imperative to carry out a provisional assessment of the hazards and risks.",Nanotechnology,4
"workers can exercise their autonomy only if the processes leading to hazard 
identification and risk assessment are transparent, comprehensible, and 
credible.",Nanotechnology,4
"framework for ethical analysis  
in nanotechnology 
 
a methodology for conducting an organized and coherent discussion 
about ethics in this subject is to subdivide it by the following topics of 
analysis (see mnyusiwalla et al., ): equity, privacy, security, 
environment, and metaphysical when discussing the relationship in the 
human-machine binary.",Nanotechnology,4
"about each one of them some considerations may 
be made.",Nanotechnology,4
"so, assuming these topics, and trying to go as far as possible in the 
analysis: 
 
 
equity 
 
the classical dichotomy of developed and developing countries raises a 
new topic for discussion.",Nanotechnology,4
"indeed, technology and development are closely 
correlated.",Nanotechnology,4
"examples of great worries for developing countries are: 
 
 people poverty reduction,  
 energy problem,  
 water problem, 
 health problem, 
 biodiversity maintenance.",Nanotechnology,4
"nanotechnology would help these countries to better conditions of 
population health and way of life.",Nanotechnology,4
"but it is costly to implement any project 
in this area and more often there are no financial resources available.",Nanotechnology,4
"developing countries will be lesser benefited with these advances than 
manuel alberto m. ferreira and josé antónio filipe  
developed countries.",Nanotechnology,4
"the main problem happens with the access to the 
benefits of technology considering the poorest and the richest people inside 
any country.",Nanotechnology,4
"who may effectively reach the advances of science and take 
benefit from them?",Nanotechnology,4
"anyway, it is true that poor people, whatever they are, 
may benefit, in some measure, from these advances.",Nanotechnology,4
"it may depend on the 
will of politicians and on the investments capacity (one way of overcoming 
countries’ lack of investment capacity is their indebtedness which, as many 
current cases show, is nevertheless a generator of future and sometimes very 
serious financial problems)of some of these countries, for example.",Nanotechnology,4
"a result 
would be lower needs for energy and a cleaner energy production as well as 
other environmental benefits: a safer drug delivery, the improvement on 
health through for example better prevention, diagnosis and treatment.",Nanotechnology,4
"privacy 
 
at this level, it is to consider the enormous innovations which can be 
reached, by improving surveillance devices or other devices that restrict 
human privacy.",Nanotechnology,4
"an individual may be facing situations of “invisible” 
microphones and cameras.",Nanotechnology,4
"this is a real problem if privacy is intended to be 
assured.",Nanotechnology,4
"wireless monitoring provides healthcare providers and patients to 
be mobile and being able to exchange data when needed.",Nanotechnology,4
"but there is the 
reverse of the medal: privacy violation?",Nanotechnology,4
"it is true that wireless 
communication and new physiological sensors bring enormous implications 
in e-health.",Nanotechnology,4
"one point needed is about the necessary discussion on privacy 
and security.",Nanotechnology,4
"security 
 
surely new powerful weapons will be available very soon, as far as 
“invisible” microphones and cameras will be available.",Nanotechnology,4
"will this ensure new 
ways of security or will be added to a potential “arsenal of bio-terrorism and 
techno-terrorism or even nano-terrorism?” (see mnyusiwalla et al., ).",Nanotechnology,4
"ethical considerations on nanotechnology  
mnyusiwalla et al.,  also ask “who will regulate the direction of 
research in defensive and offensive military nt [nanotechnology]?",Nanotechnology,4
"how 
much transparency will be necessary in government and private nt 
initiatives to avoid misuses?",Nanotechnology,4
"there are also very interesting legal questions 
involving monitoring, ownership, and control of invisible objects”.",Nanotechnology,4
"environment 
 
this topic was already approached above in the section 
“nanotechnology and environment” due to extreme importance of the 
subject there considered: the production of electrical energy through 
nanophotovoltaic panels versus the production through classical means.",Nanotechnology,4
obviously this does not exhaust the subject.,Nanotechnology,4
"so, going on, new materials 
(fullerenes, carbon nanotubes) are now available.",Nanotechnology,4
"no one knows what will 
be the precise effects when this kind of nanomaterials goes into the 
environment (and also the effects on health).",Nanotechnology,4
"where 
are they put in the end of their mechanical lives?",Nanotechnology,4
"will some medical devices 
be kept inside human body?",Nanotechnology,4
"or will be given 
another destiny to them?",Nanotechnology,4
"is it possible to predict any kind of effects caused 
to the environment?",Nanotechnology,4
"jacobstein () refers that it is important to make an 
analysis on the risks associated to passive compounds in the less than  
nanometer size range.",Nanotechnology,4
"there is the possibility, for example, of being 
introduced inadvertently in human bodies.",Nanotechnology,4
"there is in fact the concern with 
their ability to be inhaled,  
 
 
absorbed through the skin, or to pass through biological compartment 
barriers such as the blood brain barrier.",Nanotechnology,4
"this kind of dangers pose a real 
range of potential health and environmental risks that are associated to their 
potential toxicity or mutagenicity in their interactions with biological 
systems (note the analogy of this situation with the considered above in 
“ethics and nanotecnology in the workplace”).",Nanotechnology,4
"while the range of effects 
vary, most of the risks may be addressed by advanced industrial hygiene and 
manuel alberto m. ferreira and josé antónio filipe  
environmental health practices and techniques that seek to characterize the 
specific risks, exposure patterns, and control methods and enforce them 
through a combination of practitioner education, industry self-regulation, 
monitoring and government regulation.",Nanotechnology,4
"this is an important emerging field 
in the environmental and health sciences, since most of the existing 
legislation on environmental, safety, and health risks may cover particulates, 
but do not take the change in physical and biological properties at the 
nanoscale into account.",Nanotechnology,4
"it is reasonable to assume that passive nanoscale 
particle risks, although potentially serious if not addressed, will be 
characterized and addressed systematically under new versions or 
extensions to existing occupational, industrial hygiene, environmental, and 
medical regulations.",Nanotechnology,4
"metaphysical 
 
the incorporation of implants in human body, this is, the incorporation 
of artificial materials or machines into human systems may conduct to a 
concern around the human values and principles; will a human being be 
more than a human being?",Nanotechnology,4
"what kind of being 
and what kind of consequences.",Nanotechnology,4
"how this process may be controlled and 
accessed?",Nanotechnology,4
"one of the main issues is the “autonomy” of nano-bots, that is: 
robots whose components are at or near the scale of a nanometre 
(−meters), if they are able or not to move and to take decisions 
autonomously.",Nanotechnology,4
"are they able to communicate each other and with the 
external environment?",Nanotechnology,4
"how can human beings ensure to “retire” them at the 
end of their “missions”?",Nanotechnology,4
this is a very demanding question.,Nanotechnology,4
"the 
modification made on human bodies and living systems may create new 
realities.",Nanotechnology,4
"this is already a very real concern on the society, being in general 
the society often very skeptic about developments in this area.",Nanotechnology,4
"catherine 
larrère, see citation in bensaude-vincent (), discusses “the recent 
trends in nanoethics which anchor ethics in metaphysics or theology by 
emphasizing the emergence of new relations of men to nature and to god.",Nanotechnology,4
"it 
is defended that the moral issue raised by the project of enhancing human 
ethical considerations on nanotechnology  
performances does not really lie in going beyond the boundary of human 
knowledge and condition.",Nanotechnology,4
"it is more a question of the moral choice 
underlying this new form of hubris”.",Nanotechnology,4
"now in another although similar recording, nano-bots, or in general the 
“convergence” of bio-nano-info-neuro technologies, requires a new contract 
between science and society; society should not be seen as an afterthought 
only for making technology assessments, for social acceptability, etc.",Nanotechnology,4
"rodotà & capurro () show the limitations on ict implants in the 
human body as deriving from an analysis of the principles contained in 
various legal instruments.",Nanotechnology,4
"they say that they should be assessed further by 
having regard to general principles and rules concerning the autonomy of 
individuals, which takes the shape of freedom to choose how to use one’s 
body, “i am the ruler of my own body”, freedom of choice as regards one’s 
health, freedom from external controls and influence.",Nanotechnology,4
"manuel alberto m. ferreira and josé antónio filipe  
conclusion 
 
ethical, legal and social implications in this context show the 
importance of nanotechnology to the society and the consequences that the 
development of nanotechnology possibly will bring to mankind in the future.",Nanotechnology,4
"the irreversibility and long-term impact of these new developments enforce 
to have in mind that it is necessary to take into account also the rights of 
future generations and the planet (like hans jonas’ “principle of 
responsibility”).",Nanotechnology,4
"indeed, the future is there and came quick and loudly.",Nanotechnology,4
the innovations are going fast and sprout from everywhere.,Nanotechnology,4
"and 
although the endemic crisis, mainly economic but also social and politic, 
will bring some restrictions to the investments in health and research areas 
in many countries, new developments in this area will prevail and many 
discoveries will be made.",Nanotechnology,4
"the machine is very well assembled and perfectly 
lubricated: innovations are growing and development is there, as much as 
the will to go faster and further in many domains of scientific investigation.",Nanotechnology,4
"the research on this subject gets new results every day and new challenges 
have to be faced.",Nanotechnology,4
"some work is going on this way and it is intended, in a 
forthcoming occasion, to analyze some data in order to detect and study the 
impact of the actual crisis on nanotechnology and mainly on applications to 
medicine and industry.",Nanotechnology,4
"the crisis may bring some restrictions, but there is a 
strong will to face the challenges and a new beginning is there.",Nanotechnology,4
"ethics concerning nanodevices and the borders of human beings 
considering nanotechnology in general and applied to medicine (where these 
concerns assume usuallya more dramatical aspect) also need a new research 
to be developed next.",Nanotechnology,4
"this debate of the borders of the human being 
regarding the application of nanotechnology may be also enlarged in order 
to have a study of the impact into telemedicine and e-health.",Nanotechnology,4
"the ethical issues related with the themes “nanotechnology and 
environment” and “nanotechnology in the workplace” are extremely critical, 
difficult to approach subjects whose development is hard to predict, due to 
the lack of knowledge of the situations.",Nanotechnology,4
"it can only be filled in the future 
after observing the practical situations.",Nanotechnology,4
"however, it all requires the try to 
ethical considerations on nanotechnology  
create credible scenarios that can frame future decision-making processes.",Nanotechnology,4
"it 
is also urgent, in both theses cases and the above referred, to think about 
what kind of authorities, possibly with a regulatory vocation, will need to be 
created to supervise the activities that will appear in the field of 
nanotechnology.",Nanotechnology,4
"abstract (maximum  words)  
 
presently, the regulatory framework for nanotechnology consists of regulating entities addressing 
concerns about nanotechnology under existing rules and laws.",Nanotechnology,4
"this thesis answers this question: how can 
regulatory decisions of policymakers regarding the framework of nanotechnology regulation be informed 
by a map of the regulatory landscape of nanotechnology and a review of the regulatory frameworks for the 
aviation and biotechnology industries?",Nanotechnology,4
"to make recommendations about the appropriate regulatory framework for nanotechnology, this thesis 
reviews the existing regulatory frameworks of aviation and biotechnology and maps the regulatory landscape 
in the united states by examining stakeholders, regulatory entities, and applicable legislation.",Nanotechnology,4
"the landscape 
map and review of existing regulatory frameworks reveal that the established regulatory framework could 
be sufficient for the current state of nanotechnology if the limitations of technical expertise are addressed.",Nanotechnology,4
"security 
classification of 
report 
unclassified 
.",Nanotechnology,4
"security 
classification of this 
page 
unclassified 
.",Nanotechnology,4
"security 
classification of 
abstract 
unclassified 
.",Nanotechnology,4
"limitation 
of abstract 
 
uu 
nsn ---    standard form  (rev.",Nanotechnology,4
"-)  
    prescribed by ansi std.",Nanotechnology,4
"-  
ii 
this page intentionally left blank 
 iii 
 
approved for public release.",Nanotechnology,4
"this 
thesis answers this question: how can regulatory decisions of policymakers regarding the 
framework of nanotechnology regulation be informed by a map of the regulatory landscape 
of nanotechnology and a review of the regulatory frameworks for the aviation and 
biotechnology industries?",Nanotechnology,4
"to make recommendations about the appropriate regulatory framework for 
nanotechnology, this thesis reviews the existing regulatory frameworks of aviation and 
biotechnology and maps the regulatory landscape in the united states by examining 
stakeholders, regulatory entities, and applicable legislation.",Nanotechnology,4
"the landscape map and review 
of existing regulatory frameworks reveal that the established regulatory framework could 
be sufficient for the current state of nanotechnology if the limitations of technical expertise 
are addressed.",Nanotechnology,4
"this expertise can be provided by advisory committees of technical and 
industry experts to the environmental protection agency, food and drug administration, 
consumer product safety commission, and national institute for occupational safety and 
health.",Nanotechnology,4
"these types of near-term hybrid programming challenges must
be overcome to enable reliable and reproducible quantum
computing applications and to support the continued testing
and characterization of quantum computer performance.",Quantum computing,5
"can a robust software platform and workflow improve the
usability and accessibility of near-term quantum computers for
scientific applications?",Quantum computing,5
"in this work, we attempt to answer this
question in the affirmative by providing a model workflow for
near-term hybrid quantum computations that enables useful
scientific applications and makes quantum computing tech-
nologies accessible to a broader community.",Quantum computing,5
"we will detail
the primary challenges present in these hybrid, noisy quantum
computations and discuss best practices for addressing them.",Quantum computing,5
"we describe the xacc quantum compilation and execution
framework that provides a hardware and language agnostic
solution for many of these challenges and supports extensible
methodologies that provide a strategy for managing program-
ming concerns across an increasingly diverse set of qpu tools.",Quantum computing,5
"as an example, we discuss recent demonstrations of scientific
applications built on xacc for nuclear physics.",Quantum computing,5
"this work is organized as follows: first, we provide a
discussion of hybrid classical-quantum computing systems,
including high-level discussions of requisite programming and
execution models.",Quantum computing,5
"we then discuss the near-term challenges
present in programming, compiling, and executing hybrid
scientific computing applications.",Quantum computing,5
"afterwards we introduce the
xacc quantum programming framework and detail how it
addresses these unique challenges.",Quantum computing,5
"finally, we conclude by
demonstrating its utility with the example of computing the
ar
x
iv
:

.",Quantum computing,5
"v
 
 [q
ua
nt-
ph
]  

 m
ay
 

international conference on rebooting computing, may  
binding energy of the deuteron bound state.",Quantum computing,5
"hybrid computing systems
we broadly define hybrid computing systems as a class of
abstract machine models that combine different computational
paradigms.",Quantum computing,5
"however, we specialize our analysis to the case of
realizable architectures that integrate a conventional classical
turing machine with a quantum turing machine.",Quantum computing,5
"research into
these different machine models has clarified that they are not
equivalent with respect to computational power [], and we
address some of the unique considerations that arise by using
the conventional model to program and control the quantum
model.",Quantum computing,5
"fig. . a hybrid computing infrastructure that integrates classical systems of
boolean logic into the control of quantum dynamics requires an interface for
input-output (io) based on the transmission and reception of physical fields
finput(t) and foutput(t).",Quantum computing,5
", the two-way interaction between a
classical and a quantum machine model imposes a constraint
that requires the machines to share a common understanding
of language.",Quantum computing,5
"in practice, this language is expressed as the
physical fields that define the operations issued by the conven-
tional model and implemented within the quantum domain [].",Quantum computing,5
"electric, magnetic, and optical fields are prominent examples
by which the current technology controls the quantum physical
systems.",Quantum computing,5
"it is notable that this description is inherently ana-
log due to the continuity of the time-dependent schrodinger
equation.",Quantum computing,5
"translation between the system of boolean logic
characterizing the conventional turing machine into the analog
fields is necessarily limited by the available computational
power.",Quantum computing,5
"in practice, this amounts to constraints imposed by
the available digital-to-analog converters and the range of the
arbitrary waveform generators as well as the speed at which
the logical network can be processed and the connectivity of
the control system.",Quantum computing,5
"the outstanding concern for programming such a hybrid
computing system is the controllability of the conventional and
quantum machines [], [].",Quantum computing,5
"that is to say, for those scenarios
in which the quantum machine must execute a series of issued
instructions, how accurately are these instructions realized and
how precisely does the result reflects the effect of the intended
instructions?",Quantum computing,5
"a. client-server model for hybrid computing systems
current state-of-the-art hybrid computing systems integrate
existing cpu-based clients with qpu-based servers [], [].",Quantum computing,5
"the latter represent the online availability of a programmable
infrastructure to access the field generators that drive the
control of a quantum physical device.",Quantum computing,5
"the applied fields
are shaped and scheduled to control the dynamics of an
addressable array of quantum physical subsystems, which for
convenience we denote generically as the quantum register.",Quantum computing,5
"similarly, the response fields emitted by the register elements
are collected and discriminated to generate binary representa-
tions that characterize the state of the register.",Quantum computing,5
"a qpu-based server often includes conventional cpus for
purposes of parsing the digital programming instructions that
generate the shape and timing of the control fields as well
as the detection and discrimination of the response fields.",Quantum computing,5
"access to the qpu-based server requires an interface that may
adhere to conventional logic, for example, as found in modern
networking communication technology, to accept instructions
from and return results to a cpu-based client.",Quantum computing,5
"currently, the
conventional client-server model shown in fig.",Quantum computing,5
"dominates
the access method to qpu systems due in large part to the
experimental nature of these machines.",Quantum computing,5
"within the client-server model for hybrid computing sys-
tems, the qpu represents a layer of language parsers that
translate the boolean logic of the client to the control fields
required to drive the quantum register.",Quantum computing,5
"as detailed elsewhere
[], the qpu is partitioned into a control unit, execution
units, and the register itself.",Quantum computing,5
"the control unit parses the client
instructions received by the server into the local instruction
set architecture for generating and applying control fields.",Quantum computing,5
"application of the fields are carried out by the execution units,
which in practice represent waveform generators for electric,
magnetic and optical fields.",Quantum computing,5
"a similar signal flow occurs for
detecting output fields and generating a digital response.",Quantum computing,5
"fig. . currently, most hybrid computing systems rely on a cpu-based client
interacting with a qpu-based server over a network.",Quantum computing,5
"the qpu-based server
presents a classical control interface to the client that can be customized to a
variety of programming styles.",Quantum computing,5
"internally, the qpu-based server must parse
these instructions into a local representation that carries out the requested
sequence of control fields.",Quantum computing,5
"b. programming and execution model
the client-side api for the hybrid computing system dic-
tates how users access the quantum physical devices, while
the functionality of the qpu-based server is restricted to the
local interpretation of these transmitted instructions.",Quantum computing,5
"in this
programming model, a client may select which instructions
to send from a predefined instruction set for the qpu.",Quantum computing,5
"the
international conference on rebooting computing, may  
instruction set architecture (isa) defines the functionality of
the qpu and the language for the control unit [].",Quantum computing,5
"these in-
structions are generally transmitted as character strings that are
mapped by the qpu-based server into pre-compiled functions
that execute the instruction.",Quantum computing,5
"calls to these libraries initiate
the cascade of logic required to trigger the execution units,
which subsequently apply the necessary fields to the register
elements.",Quantum computing,5
"fig. . components in a qpu-based server include a control unit that
expresses the instruction set architecture (isa), multiple execution units that
translate instructions into applied fields, and the quantum register which stores
the computational state.",Quantum computing,5
"this layered, hierarchical structure provides a natural
separation of concerns but introduces challenges to programming near-term,
noisy qpus.",Quantum computing,5
", the two-way information flow within the
qpu-based server provides a natural separation of concerns
for device programming.",Quantum computing,5
"the logic dictating computational
functionality is isolated within the control unit and determined
by programs expressed within the isa.",Quantum computing,5
"similarly, the execution
unit hosts the translation of individual instructions into the
fields that carry out the intended logical transformations on
the register.",Quantum computing,5
"the information unique to the implementation of
either layer is notionally not required in the opposing layer.",Quantum computing,5
"however, as we explore in the subsequent section, this design
of the current qpu-based servers leads to several challenges
for application programming.",Quantum computing,5
"programming challenges for noisy qpus
despite the natural separation of concerns that arises in
a hybrid computing system using a qpu-based server, this
design presents a number of challenges when programming
currently available noisy quantum processors.",Quantum computing,5
"advances in
our understanding and engineering of qpus have enabled
demonstrations with register capacities up to  addressable
elements, yet these realizations still demonstrate a non-trivial
amount of noise relative to the underlying decoherence rates,
greatly limiting the depth of quantum circuits with even
modest reliability.",Quantum computing,5
"this raises a need for repeated sampling of
the circuit execution, but existing client-server access models
hamper this interaction and greatly limit the overall utility and
accessibility of the qpus.",Quantum computing,5
"code portability is also a growing concern as many qpu
vendors trend toward standalone programming frameworks
that interact with their tightly controlled and proprietary isa.",Quantum computing,5
"these barriers to portability impede efforts to perform veri-
fication of software and benchmarking of hardware as well
as methods to validate hardware behavior using numerical
simulation.",Quantum computing,5
